Cód. Relato,Data Relato,Texto do relato,Resposta,Data Resposta
115631,13/11/2013,"RECURSO A LEI DE ACESSO A INFORMAÇÃO COM AS DEVIDAS PROVIDÊNCIAS
 -------------------------
 Carmo do Cajuru,12 de novembro de 2013,
 Assunto: Acesso a informações em cartórios extrajudiciais (vícios em certidões de Cartório extrajudiciais após audiência de correição de [XXX]).
 REQUERENTE: [XXX].
 Requeridos: [XXX];
 
 Prezados, 
 cumprimentando-os cordialmente, [XXX], vem respeitosamente expor e ao final requerer pelos seguinte fatos e fundamentações, REGISTRANDO QUE ESTOU ANEXANDO (CERTIDÕES COM VÍCIOS A MEU VER INTENCIONAIS, HAJA VISTA QUE FORAM TODAS, ESCRITURA DUVIDOSA, RECIBOS E FALTA DE VALORES DE TAXA E EMOLUMENTOS, ENDEREÇOS SE REFERINDO A OUTRO LOCAL,...)SOMENTE ALGUNS DOCUMENTOS, FORAM VÁRIOS, VENHAM POR GENTILEZA AQUI VER O QUE FIZERAM COMIGO E MINHA FAMÍLIA CONFORME ANEXO.","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 Quanto ao recurso do indeferimento da informação solicitada, informamos que Vossa Senhoria deve dirigí-lo à autoridade hierarquicamente superior à que exarou a decisão impugnada, conforme artigo 15 da lei de acesso à informação.
 Atenciosamente,",18/11/2013
115848,18/11/2013,"Política de sigilo à documentação
 -------------------------
 Solicito auxílio em relação à política de sigilo da documentação do MPM. No momento, o MPM adota apenas a Lei 12527/11, entretanto, a referida legislação não atende algumas questões.
 
 Muitos órgãos produzem documentação sigilosa (inclusive nós) e precisamos vincular as autoridades aos graus de sigilo da documentação (reservado, secreto e ultrassecreto). Pela legislação, cada autoridade pode classificar determinados documentos. Sabemos quais são as autoridades do MPM, porém, não temos nenhuma regulamentação que ""faça as correspondências"" entre cargo e grau de sigilo. 
 
 Há uma Comissão pertencente à estrutura da Controladoria-Geral da União, responsável por sanar dúvidas relacionadas à aplicação da Lei 12527/11. Já os procurei, mas eles não conseguiram me ajudar. Eles sugeriram que eu entrasse em contato com o Conselho Nacional de Justiça, pelo fato de sermos do MPU e termos atribuições semelhantes às do Judiciário.
 
 Dessa forma, solicito uma orientação de vocês para continuarmos nosso debate aqui no MPM.","Em atenção à sua manifestação, cadastrada na Ouvidoria deste Conselho Nacional de Justiça (CNJ), informamos que este Conselho é órgão de controle administrativo e financeiro do Poder Judiciário, conforme dispõe o art. 103-B, parágrafo 4.º, da Constituição da República.
 Em razão disso, sugerimos que Vossa Senhoria entre em contato com o Conselho Nacional do Ministério Público, ao qual compete zelar pela autonomia funcional e administrativa do Ministério Público, no âmbito de sua competência, ou recomendar providências.
 Atenciosamente,",19/11/2013
115879,18/11/2013,"Processos de alimentos
 
 -------------------------
 
 Boa noite
 
 Meu nome é [XXX] tenho vários processos em andamento na vara da família nos foros de [XXX] mais precisamente processos Revisional de alimentos, execuções de alimentos, , Reconhecimento e dissolução de união estável gostaria muito de ter conhecimentos das decisões , dos despachos e andamento dos processos , pois devido os dias de atendimento da defensoria é de terças e quintas e preciso estar nops dois foros na mesma hora fico sem acesso das informações de um ou de outro . Preciso saber se realmente estão corretos como sentenças . Devido muitas trocas dos advogados que ali passaram e se negaram a passar informações até mesmo de sentença dada.","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 O CNJ não detém as informações solicitadas por Vossa Senhoria.
 Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que sua manifestação foi transmitida, nesta data, à Ouvidoria do Tribunal de Justiça do Estado de São Paulo, para conhecimento e informações a Vossa Senhoria.
 Atenciosamente,",19/11/2013
116075,19/11/2013,"EQUIPE TÉCNICA INTERDISCIPLINAS EM DELEGACIAS ESPECIALIZADAS
 -------------------------
 BOA TARDE, 
 BUSCO INFORMAÇÕES SOBRE A INSTITUIÇÃO DE EQUIPES TÉCNICAS (PSICOLOGO E ASSISTENTE SOCIAL) DENTRO DAS DELEGACIAS ESPECIALIZADAS DA CRIANÇA E DO ADOLESCENTE.
 EM QUE ORDENAMENTO JURIDICO ESTÁ PREVISTO?
 QUAIS AS ATRIBUIÇÕES e COMPETENCIAS DESTA EQUIPE? 
 E AINDA, UMA VEZ AMPARADA LEGALMENTE, A QUEM COMPETE A GARANTIA DE CONSTITUIÇÃO DAS MESMAS?
 AS EQUIPES INTERDISCIPLINARES ATUANTES NAS VARAS DA INFANCIA E JUVENTUDE PODERIAM SUPRIR ESTA NECESSIDADE?
 
 GRATA","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 O CNJ não detém as informações solicitadas por Vossa Senhoria. Com isso, sugerimos que entre em contato com as Delegacias especializadas e com as Varas da Infância e da Juventude para obter mais informações a respeito.
 Atenciosamente,",19/11/2013
116104,19/11/2013,"Pedido de acesso à informação - processos contra a corrupção
 -------------------------
 Prezados senhores,
 
 Sou professor e pesquisador da Universidade Federal de [XXX]. Atualmente, estamos conduzindo uma pesquisa sobre controle da corrupção no Brasil. Para tanto, solicitamos as seguintes informações:
 
 - Necessitamos acessar e obter vistas dos processos que tramitam na Justiça Federal, no STJ e no STF (se for o caso) contra gestores dos municípios que tenham sido motivados pelo Programa de Sorteios Públicos da Controladoria-Geral da União. A CGU realiza os sorteios e ações de auditorias nos municípios brasileiros, investigando e descrevendo as irregularidades encontradas nos municípios. Necessitamos de uma lista desses processos que conste o nome do município, do gestor, o estado, o tipo de processo (administrativo, penal, etc.), o estágio atual do processo (finalizado ou em trâmite), o acórdão (se houver) e o recurso (se houver), bem como outras informações que julguem importantes. Estes dados serão muito importantes para o desempenho de nossa pesquisa.
 
 Atenciosamente,
 [XXX]","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 O CNJ não detém as informações solicitadas por Vossa Senhoria.
 Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que sua manifestação foi transmitida, nesta data, à Ouvidoria do Superior Tribunal de Justiça e à Central do Cidadão do Supremo Tribunal Federal, para conhecimento e informações a Vossa Senhoria.
 Com relação aos processos que tramitam na Justiça Federal, informamos que Vossa Senhoria pode encaminhar a sua solicitação diretamente aos Tribunais Regionais Federais respectivos, a fim de obter os dados desejados.
 Atenciosamente,",20/11/2013
116143,19/11/2013,"prossesos
 -------------------------
 sim","A Ouvidoria do Conselho Nacional de Justiça agradece o envio de sua manifestação e informa que o seu conteúdo é insuficiente.
 Desse modo, pedimos que nos esclareça qual o seu pedido, a fim de que possamos analisar seu teor e lhe orientar de forma adequada.
 Obs.: ao encaminhar as informações, favor informar o número de registro desta resposta.
 Atenciosamente,",21/11/2013
116233,20/11/2013,"processos em andamento nesta Casa da Justiça
 -------------------------
 Boa noite. ja fiz varias denúncias nesta Casa desde o fim do ano de 2012. Gostaria de saber o andamento das mesmas bem como a numeração que foi dada para que eu possa acompanhar e poder, quiçá, fornecer documentos para instruir ditos processos.
 Denuncie irregularidades de um magistrado e apos este fato fui atacado com dois processos administrativos disciplinares. e infelizmente, hj, 20 de novembro, fui demitido sem ao menos ter respaldo legal, isto é, as acusações, previam, no maximo, uma suspensao, e fui demitido.
 Nao sei mais o que fazer. Me encontro doente desde o ano de 2011 por ter sofrido perseguições do meu superior hierárquico, quem denunciei, e apos denunciá-lo em 2012, por nao aguentar mais, sofri a ira do tjmg e acabei sendo demitido nesta data.
 Peço, mais uma vez, socorro.","Em atenção ao seu pedido de acesso à informação, informamos que:
 1. No sistema da Ouvidoria, constam os seguintes relatos:
 [XXX]
 2. Quanto aos processos autuados no Sistema Processual do CNJ, encaminhamos informações prestadas pela Secretaria Processual:
 ""Foram localizados 4 procedimentos que consta como requerente [XXX]: RD [XXX], PP [XXX], PP [XXX] e PP [XXX]. O andamento processual pode ser feito pela Consulta Pública disponível em: https://www.cnj.jus.br/ecnj/. Para ter acesso à integra, é necessário realizar o cadastro no sistema e-CNJ. As informações sobre o cadastramento estão disponíveis e Cadastro de Usuários (www.cnj.jus.br/ecnj).""
 3. Acrescentamos que, caso Vossa Senhoria queira, poderá formalizar reclamação ou solicitação perante o Conselho Nacional de Justiça, observando os procedimentos previstos em seu Regimento Interno, e seguindo as orientações disponíveis no link www.cnj.jus.br/comopeticionar
 Esclarecemos, por fim, que não cabe a Ouvidoria do CNJ atuar em demandas que necessitam da apreciação do Plenário ou da Corregedoria Nacional de Justiça, conforme disposto na Resolução CNJ nº 103/2010, art. 7º, inciso I.
 Para encaminhar petição ao CNJ, não é necessário constituir advogado.
 Atenciosamente,",22/11/2013
116281,21/11/2013,"Informação de quantas ações de oposição existem tramitando nos tribunais.
 -------------------------
 Como acadêmica de Direito, venho desenvolvendo uma pesquisa científica, onde abordo sobre a oposição, modalidade de intervenção de terceiro, e para que possa enriquecer meu trabalho necessito da informação de dados estatísticos a respeito desse tema, dados como: quantidade de ações de oposição tramitando nos tribunais.
 Dito isto, peço que me enviem o máximo de informação disponível, do maior número de tribunais, e o que estiver relacionado a este assunto. Principalmente os dados do TJES.
 
 Desde já agradeço.","Em atenção a sua manifestação, estamos encaminhando resposta do Departamento de Pesquisa Judiciária:
 ""O Departamento de Pesquisas Juidiciárias não dispõe de dados estatísticos relacionados ao tema solicitado. Os dados estatísticos disponíveis, estão no link: http://www.cnj.jus.br/programas-de-a-a-z/eficiencia-modernizacao-e-transparencia/pj-justica-em-numeros"".
 Assim, tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, Vossa Senhoria pode procurar diretamente os Tribunais de Justiça dos Estados para obter as informações desejadas.
 Atenciosamente,",25/11/2013
116379,22/11/2013,"Obter íntegra do Procedimento de Controle Administrativo n. 0004570-39.2012.2.00.0000
 -------------------------
 Com base na lei 12527/2011(regula o acesso a informações) gostaria de receber a íntegra do Procedimento de Controle Administrativo n. 0004570-39.2012.2.00.0000. Com base no referido procedimento o CNJ determinou ao CJF o reconhecimento do direito à concessão de ajuda de custo até mesmo nos casos de remoção a pedido de magistrado ou servidor do Conselho e da Justiça Federal de primeiro e segundo graus. O entendimento do CNJ é o de que não há distinção entre a remoção de ofício e a voluntária, para fins de pagamento de ajuda de custo, uma vez que todo ato de remoção dá-se no interesse da Administração.","Para obter acesso total à íntegra do processo, basta entrar no endereço http://www.cnj.jus.br, localizar a opção ""Consulta de processos eletrônicos (e-CNJ)"", preencher o número do processo e clique em ""Buscar"".
 Os dados serão disponibilizados para consulta irrestrita.
 Atenciosamente,",25/11/2013
116411,23/11/2013,"Resolução que trata dos critérios para criação de cargo e unidades judiciárias no âmbito do Poder Judiciário.
 -------------------------
 Olá, 
 
 Gostaria de receber a íntegra (minuta + anexos) do Ato Normativo protocolado sob o seguinte número no e-cnj: 0006690-21.2013.2.00.0000.
 
 Trata-se da Proposta de Resolução que Dispõe sobre os critérios para criação de cargos, funções e unidades judiciárias no âmbito do Poder Judiciário.
 
 Ressalta-se que o pedido de acesso à esta Resolução abrange não só a minuta, como também os respectivos ANEXOS.
 
 Atenciosamente, 
 
 [XXX].","Em atenção ao seu pedido de acesso à informação, informamos que o encaminhamos para o Gabinete da Conselheira Maria Cristina Peduzzi, relatora do processo, que prestou as seguintes informações:
 ""Senhor, a resolução foi aprovada pelo Plenário do CNJ na sessão do dia 02 de dezembro último. Em breve, após a assinatura do Presidente, deverá ser publicada no DJe e no próprio site do CNJ.""
 Acrescentamos que a Resolução nº. 184, de 06 de Dezembro de 2013, e o anexo já estão disponíveis no site do CNJ, em ""Atos Normativos"".
 Atenciosamente,",09/12/2013
116413,23/11/2013,"ATOS DE JUIZES TRANSFERIDOS
 -------------------------
 BOM DIA, GOSTARIA DE SABER COMO SE DÁ A TRAMITAÇÃO E TROCA DE JUIZES DE UMA VARA PARA OUTRA VARA.
 
 CERTAMENTE DEVE SER POR RODIZIO A CADA DOIS ANOS, NORMAS INTERNAS DE CADA TRIBUNAL.
 
 GOSTARIA MUITO DE SABER EM ESPECIAL A TRANSFERENCIA DE JUIZES DA [XXX] VARA CRIMINAL DE [XXX], QUANDO SE DEU A PERMUTAÇÃO DE JUIZES ENTRE VARAS E NOME DELES E PRA ONDE ELES FORAM.
 
 JUSTIFICO O MEU PEDIDO PORQUE FUI CONDENADO NA 5ª VARA DE [XXX], E FUI ABSOLVIDO PRATICAMENTE DO DELITO MAIS GRAVE E RESTOU ME O DELITO MENOS GRAVOSO.
 
 PORQUE DISSE?
 
 PORQUE NUNCA TIVE PROBLEMAS PESSOAS COM MINHA FAMILIA E AGORA PARECE QUE DE REPENTE MINHA ESPOSA PARECE ESTAR MUITO PREPARADA E ME ATACANDO DESPRROPOSITADAMENTE .
 
 SUSPEIÇÕES SIM. TODAS POSSIVEIS, NAO SABEMOS A CAPACIDADE E O LIMITE DE CADA UM.
 
 APENAS QUERO SABER SOBRE O REGULAMENTO DE TRANSFERENCIAS DE JUIZES.
 
 SEM CONTAR QUE ME FOI PEDIDO PRISAO PREVENTIVA E QUE JA ENTREI COM REVOGAÇÃO DO PEDIDO POR SER ABSURDA, ESDRUXULA E NAO FUNDAMENTADA.
 
 UMA VEZ QUE JA HAVIA PRESTADO MEU DEPOIMENTOS E ACOSTADOS PROVAS, AS ALEGAÇÕES DO JUIZ DA [XXX] VARA A MESMA QUE JA HAVIA ME CONDENADO FOI BASEADA NO PEDIDO DO DELEGADO, E A LEI MANDA E OBRIGA O JUIZ TER O CONVENCIMENTO, UM ABUSO QUE SERA RECOLHIDO E SERA SANADO PELO DESEMBARGADRES.","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 O CNJ não detém as informações solicitadas por Vossa Senhoria.
 Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que sua manifestação foi transmitida, nesta data, à Ouvidoria do Tribunal de Justiça do Estado de Minas Gerais, para conhecimento e informações a Vossa Senhoria.
 Atenciosamente,",25/11/2013
116454,24/11/2013,"EMISSÃO DE CERTIDÃO DAS FUNDAMENTAÇÕES PARA SUBSTITUIÇÃO DE JUÍZES MILITARES NOS CONS. DA JUSTIÇA MILITAR ESTADUAL
 -------------------------
 Requisito a emissão de CERTIDÃO esclarecendo as seguintes informações:
 
 1 - A substituição de juízes militares estaduais que não sejam por licenças, faltas ou impedimentos, onde a legislação estadual determinar obediência à legislação federal, ou seja LOJMU, devem ser autorizados pelos Tribunais de Justiça, por ser a segunda instância da Justiça Militar a nível estadual, assim como é feito na Justiça Militar Federal pelo Superior Tribunal Militar -- STM que é a segunda instância da Justiça Militar Federal, em obediência ao art. 31 da LOJMU, por obediência ao princípio da simetria?
 
 2 - A substituição de juízes militares estaduais que não sejam por licenças, faltas ou impedimentos, onde a legislação estadual não definir a forma, devem ser autorizados pelos Tribunais de Justiça, por ser a segunda instância da Justiça Militar a nível estadual, assim como é feito na Justiça Militar Federal pelo Superior Tribunal Militar -- STM, em obediência ao art. 31 da LOJMU, por obediência ao princípio da simetria?
 
 2 - Os sorteios para a substituição de Juízes militares nos Conselhos da Justiça Militar são ATOS ADMINISTRATIVOS e devem obediência ao Art. 37 da Constituição Federal?","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 O CNJ não detém as informações solicitadas por Vossa Senhoria. Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que sua manifestação foi transmitida, nesta data, à Ouvidoria do Superior Tribunal Militar, para que preste os esclarecimentos devidos.
 Atenciosamente,",27/11/2013
116554,26/11/2013,"conciliação 
 -------------------------
 BOM DIA 
 GOSTARIA DE SABER ONDE POSSO FAZER O CADASTRO DE CONCILIAÇÃO 
 SOU DE SÃO PAULO CAPITAL ESTOU COM UM PROCESSO NO INTERIOR","Os órgãos do Poder Judiciário, em parceria com o Conselho Nacional de Justiça, têm se empenhado para propiciar agilidade e celeridade ao julgamento dos processos judiciais. Com esse objetivo, foram estabelecidos projetos específicos, a exemplo do Conciliar é Legal. 
 Sobre o mencionado Projeto, Vossa Senhoria pode encontrar informações no site do CNJ, em ""Programas de A a Z"" > ""Acesso à Justiça"" > ""Conciliação"".
 Quanto ao processo específico, caso tenha interesse, sugerimos verificar junto à Vara em que tramita ou à coordenação do movimento pela conciliação no respectivo tribunal, a possibilidade de que seu processo seja incluído na pauta do mutirão pela conciliação. 
 Atenciosamente,",26/11/2013
116645,26/11/2013,"Negativa de vistas de processo administrativo no IBAMA
 -------------------------
 Calcado no princípio da publicidade em quais situações o cidadão comum, que não seja advogado, procurador ou parte no processo, pode ter acesso negado ao trâmite de processos administrativos? No referido órgão, o acesso ao processo e carga apenas é concedido à advogados, ou partes e seus procuradores.","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 O CNJ não detém as informações solicitadas por Vossa Senhoria, por se tratar de acesso à informação no âmbito do Poder Executivo. Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, sugerimos que entre em contato diretamente com o IBAMA através da Ouvidoria daquele órgão ou canal de comunicação similar, para que preste os esclarecimentos devidos.
 Atenciosamente,",27/11/2013
116854,29/11/2013,"Pedido de Providência n. 0002785-76.2001.2.00.0000 
 -------------------------
 Gostaria de Ter acesso à integra do Pedido de Providência n. 0002785-76.2001.2.00.0000 do Conselho Nacional de Justiça que trata sobre reserva de vagas destinadas às pessoas com deficiência, nos concursos de provimento de cargos do quadro de pessoal da justiça.","Sua manifestação foi encaminhada à Secretaria-Processual que prestou a seguinte informação:
 ""O Pedido de Providências nº 0002785-76.2011.2.00.0000 está disponível integralmente para consulta no sistema e-CNJ (www.cnj.jus.br/ecnj). As informações sobre o cadastramento constam na tela de entrada em ""Cadastro de Usuários"". Informo ainda que as decisões e despachos podem ser visualizados na consulta pública.""
 Atenciosamente,",05/12/2013
117062,03/12/2013,"TESE DE DOUTORADO
 -------------------------
 Ilustríssim*s Senhor*s,
 
 Sou doutorando na [XXX] e para o andamento de meu trabalho, necessito de algumas informações:
 
 -Quantidade de ações distribuídas envolvendo a área de informática
 -Quantidade de perícias realizadas envolvendo perícia de Informática
 -Tipos de quesitos elaborados nos autos.
 
 Como e onde posso obter este levantamento?
 
 Agradeço antecipadamente pela atenção.","Segue resposta fornecida pelo Departamento de Pesquisas Judiciárias:
 ""Prezado [XXX],
 O Departmento de Pesquisas Judiciárias não dispõe dos dados solicitados. Segue o link para acesso ao relatório Justiça em Números, caso queira pesquisar outros dados estatísticos dos Tribunais:http://www.cnj.jus.br/programas-de-a-a-z/eficiencia-modernizacao-e-transparencia/pj-justica-em-numeros/relatorios""
 Vossa Senhoria poderá, também, verificar junto aos Tribunais dos quais deseja a informação, se existe o referido levantamento.
 Atenciosamente,",05/12/2013
117095,03/12/2013,"Assunto: AOS CUIDADOS DO CAFIS E DE OUVIDORIA DO CONSELHO NACIONAL DE JUSTIÇA PARA PROVIDÊNCIAS IMEDIATAS.
 
 [XXX],25 de novembro de 2013.
 
 PREZADOS DA OUVIDORIA DO CONSELHO NACIONAL DE JUSTIÇA,
 
 Cumprimentando-os cordialmente, gostaria gentilmente de obter a informação de quanto tempo mais terei que aguardar para serem adotadas as providências necessárias e ter acesso a informações em serventias extrajudiciais no estado de Minas Gerais ([XXX]) ou se não é atribuição desta instituição. 
 
 Quero preconizar que estou desde o mês 02/2013 e não sou atendido.
 
 Me foi posto recentemente em contato eletrônico com o GENOT, a existência de dois processos em tramitação, sendo que um deles já foi até arquivado, com a adoção das providências, impedido o cidadão conhecer seu conteúdo ou direito ao contraditório e à ampla defesa em procedimento administrativo, e é fato mais relevante ainda que quando peço acesso a este processos não sou atendido ou sou ignorado violando a eficiências das instituições públicas e a transparência do processo democrático, fato que carece imediata atuação desta ouvidoria junto a CORREGEDORIA GERAL DO ESTADO DE MINAS GERAIS.
 
 Estou com muita dor de cabeça agora, estou tomando medicamentos de depressão e este fatos vem agravando ainda mais estas circunstância, motivo de carecer uma explicação mais urgente, de qual dificuldade ou impedimento está encontrando esta OUVIDORIA a fim de dignar o atendimento a este cidadão ou adotar as providências encaminhando aos órgãos competentes. 
 
 Entendo que a lei de acesso a informação teria de ser atendida em 20 dias, e já tem aproximadamente 240 dias, caso que carece agora somente as medidas disciplinares como determina as normas legais pertinentes, pois extrapila a razoabilidade dos órgãos públicos, AS NORMAS CONSTITUCIONAIS E INFRACONSTITUCIONAIS.
 
 LOGO QUESTIONO: QUANDO TEREI ACESSO OU PODEREI CONSULTAR MEUS PEDIDOS DE INFORMAÇÕES E PROVIDÊNCIAS SOBRE N°[XXX] E N° [XXX] JUNTO A CORREGEDORIA GERAL DE JUSTIÇA DE MINAS GERAIS, HAJA VISTA QUE JÁ TENTEI E SOU IGNORADO, LOGO GOSTARIA DE OBTER A INFORMAÇÃO DE DESTA OUVIDORIA DO CONSELHO NACIONAL DE JUSTIÇA, DE QUEM É A ATRIBUIÇÃO DE DISPONIBILIZAR ESTAS INFORMAÇÕES PARA MIM POR GENTILEZA.? ME DESPEDINDO AGORA ESPERANDO PROVIDÊNCIAS POR QUE ESTOU COM MUITA DOR DE CABEÇA, GRATO [XXX].
 
 CASO NÃO HAJA RESPOSTA POR ESTE CANAL, VOU CADASTRAR NO SISTEMA ¿e-SIC, HAJA VISTA QUE É MAIS SEGURO.
 
 Att. [XXX].22-11-2013","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 À Ouvidoria do CNJ foi atribuída a competência de atuar como Serviço de Informação ao Cidadão (SIC) em relação aos pedidos de acesso à informação dirigidos ao CNJ, nos termos da Portaria n. 26, de 28 de fevereiro de 2013.
 Por se tratar de pedido dirigido ao Tribunal de Justiça do Estado de Minas Gerais, é recomendável que Vossa Senhoria obtenha orientação no SIC do TJMG. Estamos encaminhando seu relato para a Ouvidoria/TJMG, para ciência e providências pertinentes, conforme previsto no art. 11, § 1º, III, da Lei de Acesso à Informação.
 Não obstante, caso Vossa Senhoria entenda que houve alguma irregularidade cometida por membro ou órgão do Poder Judiciário, pode promover reclamação perante o Conselho Nacional de Justiça, observando os procedimentos previstos no Regimento Interno, e seguindo as orientações disponíveis no link www.cnj.jus.br/comopeticionar
 Para encaminhar petição ao CNJ, não é necessário constituir advogado.
 Esclarecemos, por fim, que não cabe a Ouvidoria do CNJ atuar em demandas que necessitam da apreciação do Plenário ou da Corregedoria Nacional de Justiça, conforme disposto na Resolução CNJ nº 103/2010, art. 7º, inciso I.
 Atenciosamente,",06/12/2013
117114,03/12/2013,"cumprir. marcar.
 -------------------------
 informares andamentos, [XXX]- já cumprir oficio no destino. CNJ-[XXX]-já marcaram datas de leilões.","Em atenção à sua manifestação, informamos que, conforme dispõe o art. 2º e 4º, III, da Resolução n. 103/2010/CNJ, a Ouvidoria do Conselho Nacional de Justiça é o canal de comunicação da sociedade com o CNJ, com vistas a orientar, transmitir informações e colaborar no aprimoramento das atividades desenvolvidas pelo Conselho, bem como promover a interação com os demais órgãos do Poder Judiciário visando o eficaz atendimento das demandas recebidas acerca dos serviços prestados.
 O CNJ não detém as informações solicitadas por Vossa Senhoria, referente ao ""[XXX]"". Nesse sentido, e tendo em vista o disposto na Lei 12.527/2011, art. 11, § 1º, III, informamos que para receber informações sobre o andamento processual, Vossa Senhoria pode procurar diretamente o Tribunal ou a Vara em que tramita o referido processo ou consultar seu advogado, para que preste os esclarecimentos devidos.
 Verificamos que Vossa Senhoria possui uma Representação por Excesso de Prazo em curso neste Conselho, e para consultar o andamento deste, basta acessar o link https://www.cnj.jus.br/ecnj/index.php e informar o nº do processo.
 Atenciosamente,",05/12/2013
117115,03/12/2013,"Acesso aos dados de precatórios
 -------------------------
 Boa noite. 
 
 Meu nome é [XXX]. Estou fazendo um acompanhamento sobre precatórios e gostaria de acessar a base de dados de vocês.
 Verifiquei que existe um link de acesso público ao cidadão, mas este está solicitando códigos de usuário e senha.
 
 Vocês poderiam me conceder acesso as consultas dos dados de precatórios?
 
 Grato desde já.","Segue resposta da Corregedoria Nacional de Justiça:
 ""Informamos que os dados disponíveis sobre precatórios podem ser acessados por meio da pagina eletrônica do CNJ, basta acessar página Inicial > Corregedoria >> Sistemas Restrito >>> Consultar precatórios por região ou por meio do Link: http://www.cnj.jus.br/corregedoria/reesprec/login.php? Estamos à disposição.""
 Atenciosamente,
 Corregedoria Nacional de Justiça""
 Atenciosamente,",11/12/2013
