numero;ano;data_pedido;recurso;situacao_pedido;orgao_solicitacao;descricao;arquivo_pedido;resposta;orgao_resposta;situacao_resposta;data_resposta;arquivos_resposta_pedido;arquivo_1o_recurso;descricao_1o_recurso;resposta_1o_recurso;orgao_1o_recurso;situacao_1o_recurso;data_resp_1o_recurso;arquivos_resposta_1o_recurso;arquivo_2o_recurso;descricao_2o_recurso;resposta_2o_recurso;orgao_2o_recurso;situacao_2o_recurso;data_resp_2o_recurso;arquivos_resposta_2o_recurso;motivo_pedido;sexo_solicitante;escolaridade_solicitante;profissao_solicitante;bairro_solicitante;cidade_solicitante;uf_solicitante;pais_solicitante;;;
20150071869999?;2015;10/12/2015;;Respondido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Prezados, qual a previsão para que o concurso de Analista de gestão Pública seja realizado?Obrigado.;;"Informamos que, de acordo com informações da Secretaria Executiva de Administração de Pessoal e Relações do Trabalho, segue Resposta: "" A previsão do concurso é para 1º de setembro de 2016. """;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;17/12/2015;;;;;;;;;;;;;;;;Outros;M;Ensino Superior;Servidor público estadual;Parnamirim;Recife;Pernambuco;Brasil;;;
20150071934005?;2015;10/12/2015;;Respondido;SECRETARIA DE SAÚDE;gostaria do número exato do quandro de servidores de agentes de combate a edemias,asaces, no recife.;;Prezado, segundo a Secretaria Executiva de Vigilância em Saúde, há 900 ASACES na Vigilância Ambiental do Recife, distribuídos entre ASACES de campo, supervisores e apoio interno. No combate aos focos do vetor nas ações de campo,  temos 600  ASACES.;SECRETARIA DE SAÚDE;Respondido;23/12/2015;;;;;;;;;;;;;;;;Pesquisa;M;Ensino Médio;Empregado - setor privado;Vasco Da Gama;Recife;Pernambuco;Brasil;;;
20150072033999?;2015;10/12/2015;;Respondido;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Prezados, gostaria de obter uma certidão informando se existe, no cadastro da prefeitura, imóvel de número 92 na Avenida Sport Clube do Recife.;;Resposta em anexo.;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;18/12/2015;2015_3713_720_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Servidor público federal;Ilha Do Retiro;Recife;Pernambuco;Brasil;;;
20150072134999?;2015;10/12/2015;;Respondido;SECRETARIA DE SAÚDE;Favor informar o número de AGENTES DE SAÚDE AMBIENTAL que integram o quadro atual de pessoal no município do Recife.;;Prezado, segundo a Secretaria Executiva de Vigilância em Saúde, há 900 ASACES na Vigilância Ambiental do Recife, distribuídos entre ASACES de campo, supervisores e apoio interno. No combate aos focos do vetor nas ações de campo,  temos 600  ASACES.;SECRETARIA DE SAÚDE;Respondido;23/12/2015;;;;;;;;;;;;;;;;Outros;M;Ensino Médio;Empregado - setor privado;Vasco Da Gama;Recife;Pernambuco;Brasil;;;
20150072220038?;2015;11/12/2015;;Indeferido;SECRETARIA DE EDUCACAO;Olá. Solicito que seja efetuado o desbloqueio no site ou o procedimento que seja necessário para que eu possa realizar a matrícula de meus três filhos, pois fui realizar a matrícula no período informado, e o mesmo foi encerrado do prazo, conforme anexo.;20151211_222644420150072220.pdf;Prezado Italo,Sua demanda não se enquadra como pedido de acesso à informação, por isso está sendo indeferida. Por se tratar de uma reclamação, direcionamos a mesma para a Ouvidoria Geral do Município que é competente para atendê/lo. Você receberá um novo protocolo para acompanhamento em seu e/mail.Atenciosamente,Equipe do Portal da Transparência.;SECRETARIA DE EDUCACAO;Indeferido;14/12/2015;;;;;;;;;;;;;;;;Denúncia;M;Pós-graduação;Servidor público federal;Ouro Preto;Recife;Pernambuco;Brasil;;;
20150072303006?;2015;12/12/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicito a lista de vias do Recife, classificadas por sua velocidade máxima regulamentada em cada trecho;;Prezado(a),A CTTU informa que a lista das vias do Recife, classificadas em conformidade com o Código de Trânsito Brasileiro / CTB encontra/se no Anexo 7 da Lei 16.176/1996 e pode ser consultada no link: http://www.legiscidade.recife.pe.gov.br/lei/16176/. No tocante à velocidade máxima por trecho, será necessário cruzar os dados da classificação com as velocidades regulamentadas pelos arts. 60 e 61 do CTB (http://www.planalto.gov.br/ccivil_03/LEIS/L9503.htm)Equipe do Portal da Transparência;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;24/02/2016;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Empregado - setor privado;Parnamirim;Recife;Pernambuco;Brasil;;;
20150072403006?;2015;12/12/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicito a lista de vias do Recife, classificadas pelo número de faixas dedicadas a circulação de veículos e estacionamento em cada trecho;;Prezado,Segue anexa a resposta do Instituto da Cidade Pelópidas Silveira.Atenciosamente,Equipe do Portal da Transparência;INSTITUTO DA CIDADE DO RECIFE PELÓPIDAS SILVEIRA;Respondido;15/03/2016;2015_4257_724_0_R.pdf, 2015_4257_724_1_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Empregado - setor privado;Parnamirim;Recife;Pernambuco;Brasil;;;
20150072503006?;2015;12/12/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicito a lista de vias do Recife, classificadas pela capacidade viária em cada trecho.;;Prezado Senhor, não possuímos esta informação. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;16/03/2016;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Empregado - setor privado;Parnamirim;Recife;Pernambuco;Brasil;;;
20150072603006?;2015;12/12/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicito a lista de trechos de vias exclusivas para circulação de pedestres do Recife;;Prezado Senhor, a resposta para esta demanda, segue anexa. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;16/03/2016;2015_4261_726_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Empregado - setor privado;Parnamirim;Recife;Pernambuco;Brasil;;;
20150072703006?;2015;12/12/2015;1;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicito a lista de vias do Recife, classificadas pela presença de calçada/passeio de pedestres em um lado, dois lados ou nenhum dos lados.;;Prezado, Pedimos desculpas pelo atraso no envio da resposta. O pedido foi direcionado para o órgão errado e ficou retido no sistema. A Secretaria de Mobilidade e Controle Urbano informa que os dados sobre calçadas/passeio de pedestres das vias do Recife poderão ser consultadas através do Sistema de Informações Geográficas do Recife – ESIG, no endereço eletrônico http://www.recife.pe.gov.br/ESIG/.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;05/07/2016;;;Como sou familiarizado com o sistema do ESIG, pesquisei nele antes de efetuar o pedido. Não há qualquer menção à existência de calçada nas informações de logradouros disponíveis lá. O pedido não foi respondido...;Prezado, Segue resposta da Secretaria de Mobilidade e Meio Ambiente em anexo!Atenciosamente, Equipe do Portal da Transparência;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Respondido;11/07/2016;2015_5258_727_0_R.pdf;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Empregado - setor privado;Parnamirim;Recife;Pernambuco;Brasil;;;
20150072803006?;2015;12/12/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Qual a velocidade média de deslocamento do tráfego urbano no Recife, por faixa horária típica, em dias úteis e finais de semana?;;Prezado Senhor, não dispomos dessa informação para o tráfego  urbano do Recife, apenas para as vias onde se encontram instalados equipamentos de fiscalização eletrônica. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;30/03/2016;;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Empregado - setor privado;Parnamirim;Recife;Pernambuco;Brasil;;;
20150072903006?;2015;12/12/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicito a lista de linhas do sistema complementar de transporte coletivo operado pela CTTU, com as seguintes informações por linha (lista no arquivo anexo).;20151212_151420150072903.pdf;Prezado Senhor, segue resposta anexa. Atenciosamente.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;03/03/2016;2015_4213_729_0_R.pdf, 2015_4213_729_1_R.pdf, 2015_4213_729_2_R.pdf, 2015_4213_729_3_R.pdf, 2015_4213_729_4_R.pdf, 2015_4213_729_5_R.pdf, 2015_4213_729_6_R.pdf, 2015_4213_729_7_R.pdf, 2015_4213_729_8_R.pdf, 2015_4213_729_9_R.pdf, 2015_4213_729_10_R.pdf, 2015_4213_729_11_R.pdf, 2015_4213_729_12_R.pdf, 2015_4213_729_13_R.pdf, 2015_4213_729_14_R.pdf, 2015_4213_729_15_R.pdf, 2015_4213_729_16_R.pdf, 2015_4213_729_17_R.pdf, 2015_4213_729_18_R.pdf, 2015_4213_729_19_R.pdf, 2015_4213_729_20_R.pdf, 2015_4213_729_21_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Mestrado/Doutorado;Empregado - setor privado;Parnamirim;Recife;Pernambuco;Brasil;;;
20150073003006?;2015;13/12/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Solicito projeto de mobilidade que envolve o entorno da Rua Gervasio Campelo e que culminou com o fechamento desta rua, afetando as demais sem qualquer consulta com os demais membros da comunidade local. Acredito que foram realizados estudos para viabilizar...;;Prezado(a),A rua Gervásio Campelo foi parcialmente danificada por conta de uma obra da Compesa. A Emlurb ficou responsável pelas melhorias no pavimento e o fechamento da via foi executado de acordo com a planta disponível na 4ª Regional da SEMOC (Secretaria de Mobilidade e Controle Urbano), segundo a qual aquele trecho não deve ter fluxo de veículos, pois trata/se de uma praça. End. 4ª Regional: Rua Dr. José Higino, 77. Madalena. F: 33557327Atenciosamente,Equipe do Portal da Transparência;AUTARQUIA DE MANUTENCAO E LIMPEZA URBANA;Respondido;19/02/2016;;;;;;;;;;;;;;;;Outros;M;Pós-graduação;Servidor público federal;Prado;Recife;Pernambuco;Brasil;;;
20150073172002?;2015;14/12/2015;;Respondido;CONTROLADORIA GERAL DO MUNICIPIO;Solicito o valor total de gastos racionalizados da prefeitura do Recife no ano de 2015. Quanto foi economizado até o presente momento pela CGM? Quais áreas, secretarias e qual a meta para o final do ano de 2015 e 2016?RespeitosamenteAndré Torres Lapa Santos;;Prezado,O gerenciamento das despesas é realizado através de pacotes, segue  um resumo das economias como solicitado.Atenciosamente,Equipe do Portal da Transparência.;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;11/01/2016;2015_3829_731_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Outra;Gracas;Recife;Pernambuco;Brasil;;;
20150073260005?;2015;14/12/2015;;Respondido;SECRETARIA DE FINANÇAS;referente aos PROCESSOS números 07.95563.9.15 e 07.95542.1.15, um para dar baixa e outro para o cancelamento de lançamento mercantil, podendo ser iniciada as atribuições junto a prefeitura, como autônomo individual, podendo tirar e pagar NOTA FISCAL ELETRÔNICA;;"Informamos que as informações solicitadas podem ser acompanhadas no endereço eletrônico ""http://www.recife.pe.gov.br/pr/secfinancas/portalfinancas/codigos/web/processoPPCA/tramitacao.php#conteudo"". Antecipamos que o 1º processo foi Deferido e o 2º com a exigência a seguir:""SOLICITAR AO CONTRIBUINTE COPIAS DA CERTIDAO DO CREA, DO PERIODO DE JULHO/1996 ATE OS DIAS ATUAIS, ONDE CONSTA OU NAO ART E DOS COMPROVANTES DOS VINCULOS EMPREGATICIOS.""";SECRETARIA DE FINANÇAS;Respondido;29/12/2015;;;;;;;;;;;;;;;;Outros;M;Ensino Superior;Empresário/empreendedor;Boa Vista;Recife;Pernambuco;Brasil;;;
20150073320999?;2015;15/12/2015;;Respondido;SECRETARIA DE EDUCACAO;Procuro portaria com meu Nome XXXXXXXXXX  /de 2010 a 2012Matricula Nº56049/8 Secretaria de Educação da PCR;;Prezado XXXXXXXXXX,Você pode ter acesso a todas a publicações dos entes no Diário Oficial do Município através do link: http://www.cepe.com.br/prefeituradiario/, e anteriores a 30/04/2015 em: http://www.recife.pe.gov.br/diariooficial/acervo/. A depender da versão você poderá localizar as publicações por diário, mês, dia e por palavras.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE EDUCACAO;Respondido;16/12/2015;;;;;;;;;;;;;;;;Outros;M;Pós-graduação;Professor;Areias;Recife;Pernambuco;Brasil;;;
20150073420999?;2015;15/12/2015;;Respondido;SECRETARIA DE EDUCACAO;Procuro portaria com meu Nome XXXXXXXXXX  /de 2010 a 2012Matricula Nº56049/8 Secretaria de Educação da PCR;;Prezado Sr.Em atendimento, informamos que foi publicada em 19/04/2012 a Portaria 1059 da Secretaria de Educação,Inteiro teor em arquivo eletrônico anexado.;SECRETARIA DE EDUCACAO;Respondido;17/12/2015;2015_3702_734_0_R.pdf (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);;;;;;;;;;;;;;;Outros;M;Pós-graduação;Professor;Areias;Recife;Pernambuco;Brasil;;;
20150073520999?;2015;15/12/2015;;Respondido;SECRETARIA DE EDUCACAO;Procuro portaria com meu Nome XXXXXXXXXX  /de 2010 a 2012Matricula Nº56049/8 Secretaria de Educação da PCR;;Prezado Sr.Em atendimento, informamos que foi publicada em 19/04/2012 a Portaria 1059 da Secretaria de Educação,Inteiro teor em arquivo eletrônico anexado.;SECRETARIA DE EDUCACAO;Respondido;17/12/2015;2015_3703_735_0_R.pdf (INFORMA��O DE CUNHO PESSOAL, PROTEGIDA PELA LAI);;;;;;;;;;;;;;;Outros;M;Pós-graduação;Professor;Areias;Recife;Pernambuco;Brasil;;;
20150073760005?;2015;16/12/2015;;Respondido;SECRETARIA DE FINANÇAS;Solicito informação se o Senhor  XXXXXXXXXX é taxista credenciado pela Prefeitura Municipal do Recife. Ele é filho de Carlos André de Castro e de Grêbe da Silva Lima, nascido em 09/01/1991, visa instruir processo 0009542.11.2011/4ºV juri;;"Prezada,Segue resposta da Companhia de Trânsito e Transporte Urbano do Recife:""Após consulta em nossos arquivos, informamos que o Sr. XXXXXXXXXX é cadastrado em nosso Sistema como Permissionário do Serviço de Táxi do Recife, com o Termo de Permissão / TP 3573.""Atenciosamente,Equipe do Portal da Transparência.";AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;01/02/2016;;;;;;;;;;;;;;;;Outros;F;Ensino Superior;Outra;Santo Amaro;Recife;Pernambuco;Brasil;;;
20150073834999?;2015;16/12/2015;;Respondido;SECRETARIA DE SAÚDE;LAI/ Solicitação de InformaçãoOuvidoria do Estado de PernambucoPrezados, O Fundo das Nações Unidas para a Infância – UNICEF, está realizando o Mapeamento das Unidades Interligadas de Registro Civil nas Maternidades do  Semiárido  Brasileiro, e o Estado do PE faz parte deste universo.. Para consolidar o nosso trabalho solicitamos a essa Ouvidoria que nos informe se possível o número de Maternidades da Rede Municipal.Antecipadamente agradecemos pelas informações, colocamo/nos  à disposição para qualquer esclarecimento adicional que se faça necessário.Aguardamos  o retorno de vocêsAtenciosamente, Ana Paula  CerqueiraUNICEF / Fundo das Nações Unidas para a Infância RecifeTel 81 3059 5706e.mail: anapaulacerqueira30@gmail.com;;Bom dia. Prezada, informamos que temos na rede municipal de saúde três (3) maternidades: Arnaldo Marques (Ibura), Barros Lima (Casa Amarela) e Bandeira Filho (Afogados).;SECRETARIA DE SAÚDE;Respondido;18/12/2015;;;;;;;;;;;;;;;;Outros;F;Ensino Superior;Outra;Derby;Recife;Pernambuco;Brasil;;;
20150073951999?;2015;17/12/2015;;Respondido;GINASIO DE ESPORTES GERALDO MAGALHAES;/ Cópia do convênio firmado entre a Secretaria de Turismo, Esporte e Lazer do governo de PE com a Prefeitura do Recife a respeito da reforma do Geraldão. O convênio foi citado em registro do Jornal do Commercio, pg. 7, edição 17/12/2015, pelo governo estadual.;;Não temos convênio firmando com a secretaria de turismo, esporte e lazer do governo do estado de Pernambuco.;GINASIO DE ESPORTES GERALDO MAGALHAES;Respondido;04/01/2016;;;;;;;;;;;;;;;;Pesquisa;M;não informado;não informado;Casa Amarela;Recife;Pernambuco;Brasil;;;
20150074034026?;2015;27/12/2015;;Respondido;SECRETARIA DE SAÚDE;Bom dia. Estou fazendo uma especialização em saúde pública e minha monografia é sobre academia da cidade. Portanto, gostaria do acesso ao sistema no intuito de obter informaçoes para esse estudo.;;"Bom dia! Prezada XXXXXXXXXX, quando você fala do ""acesso ao sistema"" se refere ao site do Portal da Transparência? Se sim, esclareço que as informações nele contidas são públicas, todos os cidadãos podem acessá/las sem cadastro ou senha. Seguimos à disposição para maiores esclarecimentos, caso você necessite de informações que não estão no Portal.";SECRETARIA DE SAÚDE;Respondido;28/12/2015;;;;;;;;;;;;;;;;Estudo;F;Ensino Superior;Servidor público municipal;Jardim Primavera;Recife;Pernambuco;Brasil;;;
20150074134026?;2015;27/12/2015;;Respondido;SECRETARIA DE SAÚDE;Bom dia. Estou fazendo uma especialização em saúde pública e minha monografia é sobre academia da cidade. Portanto, gostaria do acesso ao sistema no intuito de obter informaçoes para esse estudo.;;"Bom dia! Prezada XXXXXXXXXX, quando você fala do ""acesso ao sistema"" se refere ao site do Portal da Transparência? Se sim, esclareço que as informações nele contidas são públicas, todos os cidadãos podem acessá/las sem cadastro ou senha. Seguimos à disposição para maiores esclarecimentos, caso você necessite de informações que não estão no Portal.";SECRETARIA DE SAÚDE;Respondido;28/12/2015;;;;;;;;;;;;;;;;Estudo;F;Ensino Superior;Servidor público municipal;Jardim Primavera;Recife;Pernambuco;Brasil;;;
20150074360040?;2015;28/12/2015;;Respondido;SECRETARIA DE FINANÇAS;Como julgador do Conselho Administrativo Fiscal, necessito analisar diversos processos de lançamento de ITBI que se encontram trancados na Divisão de ITBI / Unidade de Tributos Imobiliários. O chefe do órgão se recusa a enviar os processos. Segue pedido anexo.;20151228_113345520150074360.pdf;Caro Senhor,Apresentando cumprimentos, segue em anexo a resposta à solicitação.;SECRETARIA DE FINANÇAS;Respondido;14/01/2016;2015_3849_743_0_R.pdf;;;;;;;;;;;;;;;Outros;M;Ensino Superior;Servidor público municipal;Recife;Recife;Pernambuco;Brasil;;;
20150074433999?;2015;29/12/2015;;Respondido;SECRETARIA DE MOBILIDADE E CONTROLE URBANO;Prezados,Gostaria de saber quantas faixas possuem cada via elencada como no Plano de Mobilidade Municipal. Na ausência de informação mais completa, solicitamos informar ao menos as ZEDE Eixo principal e secundário. Favor enviar em word ou excel.;;Prezado,Segue anexa a resposta do Instituto da Cidade Pelópidas Silveira.Atenciosamente,Equipe do Portal da Transparência;INSTITUTO DA CIDADE DO RECIFE PELÓPIDAS SILVEIRA;Respondido;15/03/2016;2015_4256_744_0_R.pdf, 2015_4256_744_1_R.pdf;;;;;;;;;;;;;;;Estudo;M;Mestrado/Doutorado;Servidor público municipal;Boa Vista;Recife;Pernambuco;Brasil;;;
20150000803006?;2015;07/01/2015;;Respondido;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Preciso recorrer de uma multa o qual não estou de acordo, liguei para o CTTU no número 081 3221/4344 falaram que teria que vir pessoalmente, como faço se sou de Bauru/SP?;;Inicialmente informamos que este telefone 081 3221/4344 não pertence a CTTU, sendo o nosso nº 0800.081.1078. Quanto a notificação recebida, se tratar de infração de trânsito de competência do município do Recife, a defesa poderá ser recepcionada em qualquer DETRAN do seu estado, ou enviada via correio, com a documentação exigida, constante no verso da notificação. Alertamos para o prazo de defesa/recurso.;AUTARQUIA DE TRÂNSITO E TRANSPORTE URBANO DO RECIFE;Respondido;21/01/2015;;;;;;;;;;;;;;;;Outros;M;Pós-graduação;Empregado - setor privado;Vila Santa Clara;Bauru;São Paulo;Brasil;;;
20150002534999?;2015;26/01/2015;;Respondido;SECRETARIA DE SAÚDE;Com base na Lei n.º 12.527/2011, solicito que me seja enviado o Plano Municipal de Saúde do exercício de 2014.;;Boa tarde. Segundo parecer da Gerência Geral de Planejamento e Orçamento, segue, em anexo, o Plano Municipal de Saúde do Recife (2014/2017).;SECRETARIA DE SAÚDE;Respondido;05/02/2015;2015_1602_25_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Servidor público federal;Marco;Belém;Pará;Brasil;;;
20150002620999?;2015;26/01/2015;;Respondido;SECRETARIA DE EDUCACAO;Com base na Lei n.º 12.527/2011, solicito que me seja enviada a informação com a quantidade de veículos que o município utilizou (próprio e de terceiros) no transporte escolar, em setembro de 2014.;;Conforme informações repassadas pelos representantes da Secretaria Executiva de Gestão Pedagógica, durante o mês de setembro foram utilizados 12 ônibus para passeios pedagógicos, 11 para transporte regular de estudantes, e 10 vans e 1 ônibus para transporte inclusivo regular de estudantes com dificuldade de locomoção. Desta forma a Secretaria utilizou ao todo 34 veículos para transporte escolar, destes apenas o ônibus de transporte inclusivo pertence a Prefeitura do Recife.;SECRETARIA DE EDUCACAO;Respondido;10/02/2015;;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Servidor público federal;Marco;Belém;Pará;Brasil;;;
20150002748999?;2015;26/01/2015;;Respondido;SECRETARIA DE DESENVOLVIMENTO SOCIAL E DIREITOS HUMANOS;Com base na Lei n.º 12.527/2011, solicito que me seja enviada a informação com a quantidade de beneficiários efetivamente atendidos no ano de 2014 nas unidades do PETI (Programa de Erradicação do Trabalho Infantil) municipal.;;Boa tarde,No ano de 2014 foram atendidos um quantitativo de 1.275 crianças e adolescentes em 18 instituições executoras do PETI/SCFV.Nos colocamos a disposição para quaisquer esclarecimento que se faça necessário.Atenciosamente,Elayne BarbosaChefe de Divisão do PETI;SECRETARIA DE DESENVOLVIMENTO SOCIAL E DIREITOS HUMANOS;Respondido;09/02/2015;;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Servidor público federal;Marco;Belém;Pará;Brasil;;;
20150002868999?;2015;26/01/2015;;Respondido;GABINETE DO PREFEITO;Com base na Lei n.º 12.527/2011, solicito que me seja enviado o(s) normativo(s) que regulamentou(aram) a Lei de Acesso à Informação no município.;;Em resposta ao Pedido de Informação a Controladoria Geral encaminha dois arquivos anexos. A Lei Municipal de Transparência e o Regulamentando.;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;28/01/2015;2015_1564_28_0_R.pdf, 2015_1564_28_1_R.pdf;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Servidor público federal;Marco;Belém;Pará;Brasil;;;
20150011460999?;2015;25/03/2015;;Respondido;SECRETARIA DE FINANÇAS;Quanto a prefeitura gastou no ano de 2014 com a implementação da lei de acesso a informação?;;PrezadaXXXXXXXXXX,Inicialmente, pedimos desculpas pelo atraso na análise de seu pedido de informação. A demanda foi direcionada para a Secretaria de Finanças e, apenas no dia 20/04/2015, chegou ao nosso conhecimento. Desde então, envidamos esforços para condensar as informações, de maneira a responder integralmente ao seu questionamento. Favor verificar a resposta no arquivo em anexo.;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;24/04/2015;2015_1957_114_0_R.pdf;;;;;;;;;;;;;;;Pesquisa;F;Ensino Superior;Estudante;Centro;Criciúma;Santa Catarina;Brasil;;;
20150013620005?;2015;02/04/2015;;Respondido;SECRETARIA DE EDUCACAO;Olá, endereço residencial e endereço da lotação de serviço (escola onde trabalha), do servidor FELIPE RICARDO SANTOS DE GUSMAO, matrícula 1024558, filho de Sonia Maria dos Santos Gusmão, RG nº 57.278.367/X e CPF nº 919.159.534/72.;;Prezado XXXXXXXXXX,Conforme solicitado, informamos que o Servidor Felipe Ricardo Santos de Gusmão, matrícula 102.455/8, em Contrato Temporário, tem lotação na Escola Municipal Dom Bosco, na disciplina de Ciências.;SECRETARIA DE EDUCACAO;Respondido;29/06/2015;;;;;;;;;;;;;;;;Pesquisa;M;Ensino Superior;Servidor público federal;Centro;Araraquara;São Paulo;Brasil;;;
20150014268005?;2015;13/04/2015;;Respondido;GABINETE DO PREFEITO;Olá!Gostaria de saber, com base na Lei de Acesso à Informação (Lei nº 12.527/2011), quantos servidores efetivos trabalham na prefeitura e quantos desses servidores ocupam cargos em comissão.;;Prezada XXXXXXXXXX,A SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS / SADGP informa que há 19.264 servidores de cargo efetivo, na administração direta, dos quais 350 são ocupantes de cargos comissionados.Atenciosamente,Equipe do Portal da Transparência;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;30/04/2015;;;;;;;;;;;;;;;;Outros;F;Ensino Superior;não informado;Asa Norte;Brasília;Distrito Federal;Brasil;;;
20150015172065?;2015;28/04/2015;;Respondido;CONTROLADORIA GERAL DO MUNICIPIO;Qual foi o número total de pedidos de informação com base na Lei 12527/2011 feitos à prefeitura de janeiro de 2014 a dezembro de 2014? Quantos dos pedidos foram deferidos nesse período? E quantos foram indeferidos nesse período?;;Prezada XXXXXXXXXX, O sistema do Portal da Transparência registrou um quantitativo de 264 (duzentos e sessenta e quatro) pedidos de informação, no período de 01/01/2014 a 31/12/2014. Foram 253 (duzentos e cinquenta e três) pedidos respondidos e apenas 11 (onze) indeferimentos.Estamos à disposição para quaisquer esclarecimentos.Atenciosamente, Equipe do Portal da Transparência;CONTROLADORIA GERAL DO MUNICIPIO;Respondido;04/05/2015;;;;;;;;;;;;;;;;Outros;F;Ensino Superior;não informado;Asa Sul;Brasília;Distrito Federal;Brasil;;;
20150017069002?;2015;19/05/2015;;Respondido;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;boa tarde gostaria de saber o responsável pelas licitações. gostaria de marcar uma reunião para apresentar a minha empresa a qual eu represento.;;Em atendimento ao pedido de informação, encaminhamos os contatos de George Pierre, GERENTE GERAL DE LICITAÇÕES E COMPRAS (Fones: 3355 8216 / 8207) e Marcos Antônio, GERENTE DE CONTROLE DE LICITAÇÕES (Fone: 3355 8229). Informamos, ainda, que a Gerência Geral de Licitações e Compras localiza/se no 11º andar do Edifício Sede da Prefeitura do Recife, Sala 23, com funcionamento de 8h às 17h, de segunda a sexta/feira.;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;20/05/2015;;;;;;;;;;;;;;;;Outros;F;Ensino Superior;Empregado - setor privado;Nova Aldeinha;Recife;São Paulo;Brasil;;;
20150017461004?;2015;22/05/2015;;Respondido;SECRETARIA DE PLANEJAMENTO E GESTÃO;Atas vigentes de Registro de Preços, para aquisição de equipamentos.;;Informamos que se faz necessário informar o tipo de equipamento que se pretende adquirir para que, especificado o objeto, o presente pedido de informação possa ser encaminhado à Gerência Geral de Licitações e Compras, responsável pelo acompanhamento e publicação das Atas de Registro de Preços vigentes no Município do Recife.;SECRETARIA DE ADMINISTRAÇÃO E GESTÃO DE PESSOAS;Respondido;25/05/2015;;;;;;;;;;;;;;;;Pesquisa;F;Ensino Médio;Servidor público estadual;Cristo Rei;Recife;Piauí;Brasil;;;
